"Product","Brand","Ingredients","Price","Rev_score","Size","Rev_count"
"Micellar Cleansing Water Complete Cleanser","L'Oréal","Aqua/Water, Cyclopentasiloxane, Isohexadecane, Potassium Phosphate, Sodium Chloride, Hexylene Glycol, Dipotassium Phosphate, Disodium EDTA, Decyl Glucoside, Polyaminopropyl Biguanide, F.I.L. # D191577/1",9.99,79,13.5,43
"Cherry Matte Setting Spray","Pacifica","Aqua, Glycerin, Ribes Nigrum (Black Currant) Leaf Extract, Rubus Idaeus (Raspberry) Leaf Extract, Prunus Serotina (Wild Cherry) Bark Extract, Aloe Barbadensis Leaf Extract, Camellia Sinensis (Tea) Leaf Extract, Undaria Pinnatifida (Seaweed) Extract, Garica Papaya (Papaya) Fruit Extract, Sodium Hyaluronate, Allantoin, Phenoxyethanol, Ethylhexylglycerin, Polysorbate 20, Biosaccharide Gum-1, Parfum (Natural).",10,67,2,17
"Argan Wear Ultra-Nourishing Argan Oil","Physicians Formula","Argania Spinoza (Argan) Kernel Oil.",15.99,87,1,24
"All Bright Soothing Eye Make Up Remover","Botanics","Aqua (Water), Dimethicone, Isononyl isononanoate, Caprylic/capric triglyceride, Butylene glycol, Phenoxyethanol, Hibiscus sabdariffa flower extract, Caprylyl glycol, Sodium chloride, Sodium benzoate, Ethylhexylglycerin, Tetrasodium EDTA, Benzoic acid, Dehydroacetic acid.",6.99,70,5,42
"Mineral Cleansing Water","BareMinerals","Water (Aqua/Eau), Butylene Glycol, Peg/Ppg-14/7 Dimethyl Ether, PEG/PPG-35/40 Dimethyl Ether, Propanediol, Rosa Damascena Flower Water, Cucumis Sativus (Cucumber) Fruit Extract, Sea Salt (Maris Sal/Sel Marin), Citric Acid, Sodium Citrate, Sodium Metaphosphate, Potassium Hydroxide, Phenoxyethanol.",18,80,6.76,9
"Take It Off Cleansing Balm","Fountain of Truth","Glycerin, Helianthus Annuus (Sunflower) Seed Oil (1), Cocos Nucifera (Coconut) Oil (1), Helianthus Annuus (Sunflower) Seed Wax (1), Sucrose Stearate, Argania Spinosa Kernel Oil (1), Citrus Aurantifolia (Lime) Oil, Citrus Aurantium Bergamia (Bergamot) FruitOil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Copernicia Cerifera (Carnauba) Wax, Eugenia Caryophyllus (Clove) Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Salvia Sclarea (Clary) Oil, Vitis Vinifera (Grape) Seed Oil (1), Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Curcuma Longa (Turmeric) Root Powder (1), Leuconostoc/Radish Root Ferment Filtrate, Saccharomyces/Copper Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Undaria Pinnatifida Cell Culture Extract, Tocopheryl Acetate, Aqua (Water), Caprylic/Capric Triglyceride, Limonene, Linalool; (1)Certified Organic Ingredient.",36,75,4,4
"Magic Skin Beautifier BB Cream Anti-Redness","L'Oréal","",11.99,62,1,161
"Photo Focus Setting Spray","Wet n Wild","Water / Eau, Alcohol Denat., PVP, Propanediol, PPG-3 Benzyl Ether Myristate, Dimethicone PEG / PPG-12 / 4 Phosphate, Glycereth-5 Lactate, Polyhydroxystearic Acid, Chlorphenesin, Ethylhexyl Isononanoate, Isononyl Isononanoate, Poloxamer 127, Sodium Citrate, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Caprylhydroxamic Acid, Aloe Barbadensis Leaf, Dipotassium Glycyrrhizate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Fragrance / Parfum.",5.49,65,1.52,90
"Smart Shade Loose Finishing Powder","Almay","Talc, Mica, Silica, Capric Triglyceride, Caprylic, Phenyl Trimethicone, Nylon-12, Lecithin, Tocopheryl Acetate, Vitis Vinifera Seed Extract (Grape), Centaurea Cyanus Flower Extract, Camellia Sinensis Leaf Extract, Panax Ginseng Root Extract, Ginkgo Biloba Leaf Extract, Dimethicone, Dimethicone Crosspolymer, Cyclopentasiloxane, Phenoxyethanol, May Contain +, -: Iron Oxides.",13.49,77,1,62
"Nude Wear Touch Of Glow Foundation","Physicians Formula","Cyclopentasiloxane, Water, Cyclohexasiloxane, Butylene Glycol, Dimethicone, Cetyl PEG / PPG-10 / 1 Dimethicone, Mica, Silica, Polyglyceryl-4 Isostearate, PEG / PPG-18 / 18 Dimethicone, Tropaeolum Majus, Flower / Leaf / Stem Extract, Lactic Acid, Dimethicone / PEG-10 / 15 Crosspolymer, PEG-10 Dimethicone, Glycerin, Calcium Aluminum Borosilicate, Sodium Chloride, Nylon-12, Dimethicone / Polyglycerin-3, , Crosspolymer, Hexyl Laurate, Tribehenin, Magnesium Sulfate, Polysorbate 20, Synthetic Fluorphlogopite, Disodium Cocoyl Glutamate, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Tocopheryl Acetate, Triethoxycaprylylsilane, Sodium Cocoyl Glutamate, Tetrahexyldecyl Ascorbate, Lauroyl Lysine, Dipropylene Glycol, Sodium Citrate, Tocopherol, Phenoxyethanol. May Contain: Iron Oxides, Titanium Dioxide.",16.99,75,1,230
"Travel Size Smooth Operator Amazonian Clay Finishing Powder","Tarte","Silica, Talc, Polymethylsilsesquioxane, Phenoxyethanol, Dimethicone, Kaolin.",10,100,NA,2
"Hydrating Booster Drops","e.l.f. Cosmetics","Water (Aqua), Butylene Glycol, Glycerin, Pentylene Glycol, Propylene Glycol, Hydrolyzed Sodium Hyaluronate, Chondrus Crispus (Carrageenan) Extract, Tremella Fuciformis Sporocarp Extract, Sodium Hyaluronate Crosspolymer, Tocopheryl Acetate (Ve), Phenoxyethanol, Hexylene Glycol, Tromethamine, Carbomer, Xanthan Gum, PPG-26-Buteth-26, Caprylyl Glycol, Ethylhexylglycerin, PEG-40 Hydrogenated Castor Oil, Fructose, Disodium EDTA, Glucose, Dextrin, Urea, Sucrose, Glutamic Acid, Aspartic Acid, Hexyl Nicotinate, Alanine.",10,88,0.51,45
"Lit Mist Illuminating Setting Spray","PÜR","Aqua, PVP, Cocamidopropyl Betaine, Niacinamide, Camellia Sinensis (Green Tea) Leaf Extract, Panax Ginseng Root Extract, Phenoxyethanol, Polysilicone-11, Polyurethane-35, Mica, Potassium Sorbate, Titanium Dioxide (CI 77891), Sodium Chloride, Sodium Benzoate, Silica, Glycerin, Coconut Acid, Citrus Aurantium Dulcis (Orange) Oil, PEG-2 Phenyl Ether, Carthamus Tinctorius (Safflower) Seed Oil, Propylene Glycol, Laureth-12,Lavandula Angustifolia (Lavender) Oil, Polyhydroxystearic Acid, HDI/Trimethylol Hexyllactone Crosspolymer, Polymethylsilsesquioxane, Ethylhexyl Isononanoate, Isononyl Isononanoate, Melanin, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Tin Oxide, Ethylhexylglycerin, Potassium Hydroxide, Pentylene Glycol, Phenylpropanol, Red 40 (CI 16035).",24,67,4,18
"Online Only Full Spectrum Matte Ambition All Day Foundation","CoverGirl","Aqua/Water/Eau, Cyclopentasiloxane, Talc, Propylene Glycol, Dimethicone, PEG/PPG-18/18 Dimethicone, Aluminum Starch Octenylsuccinate, Sodium Chloride, PVP, Phenoxyethanol, Methicone, Synthetic Beeswax, Trihydroxystearin, 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Silica, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Synthetic Wax, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Ethylene Brassylate, Polyethylene, Aluminum Hydroxide, Stearic Acid, Isopropyl Titanium Triisostearate. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",11.99,75,1.01,13
"Online Only Prime Protect SPF 30 Face Primer","Milani","Active Ingredients: Avobenzone 3.0% Octinoxate 7.3% Octocrylene 3.0% Oxybenzone 2.0%

Inactive Ingredients: Citric Acid Disodium EDTA Glycerin Glycine Soja (Soybean) Oil Isohexadecane PEG-8 Phenoxyethanol Polysorbate 80 Red 40 (CI 16035) Retinyl Palmitate Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer Tocopherol, Ethylhexylglycerin Water Xanthan Gum Yellow 5 (CI 19140).",12.99,83,1,16
"Online Only Bronzer Palette","e.l.f. Cosmetics","Mica, Talc, Ethylhexyl Palmitate, Silica, Nylon-12, PTFE, Zinc Stearate, Dimethicone, Tocopheryl Acetate (Ve). May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742).",8,89,0.56,26
"Spotlight Palette","Smashbox","Highlighter: Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopherol, Ascorbyl Palmitate, Lauroyl Lysine, Camellia Sinensis Leaf Extract, Water\Aqua\Eau, Isopentyldiol, Caprylyl Glycol, Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).

Sparkle Highlighter: Talc, Zinc Stearate, Nylon-12, Lauroyl Lysine, Panthenol, Mineral Oil\Paraffinum Liquidum\Huile Minerale, Dimethicone, Ethylhexyl Palmitate, Tin Oxide, Calcium Sodium Borosilicate, Isopentyldiol, Boron Nitride, Caprylyl Glycol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",35,82,0.3,179
"Makeup Melt Oil-Free Makeup Remover Wipes","Bliss","Water (Aqua) (Eau), Cyclopentasiloxane, Cetearyl Isononanoate, Polysorbate 20, Tocopheryl Acetate, Chamomilla Recutita (Matricaria) Flower Extract, Cucumis Sativus (Cucumber) Fruit Extract, Avena Sativa (Oat) Kernel Extract, Aloe Barbadensis Leaf Extract, Althaea Officinalis Root Extract, Glycerin, Glyceryl Stearate, Lauryl Glucoside, Cetearyl Alcohol, Cetyl Palmitate, Ceteareth-12, Ceteareth-20, Sodium Lauryl Glucose Carboxylate, Caprylyl Glycol, Phenoxyethanol, Sorbic Acid, Potassium Sorbate, Benzoic Acid, Sodium Citrate, Sodium Benzoate, Fragrance (Parfum).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",7,100,30,47
"Energize & Nourish Primer","PÜR","Aqua, Ceteareth-6 Olivate, Coconut Alkanes, Neopentyl Glycol Dicaprylate/Dicaprate, Hydrogenated Olive Oil, Propanediol, Squalane, Cocos Nucifera (Coconut) Water, Cocos Nucifera (Coconut) Fruit Juice, Lactobacillus/Amaranth/Ferment, Aloe Barbadensis Leaf Juice, Caffeine, Glycyrrhiza Uralensis (Licorice) Root Extract, Ceramide AP, Retinol, Lactic Acid, Butyrospermum Parkii (Shea) Butter, Sodium Starch Octenylsuccinate, Glycerin, Polyacrylate Crosspolymer-6, Coco-Caprylate/Caprate, Olea Europaea (Olive) Fruit Oil, Trisodium Ethylenediamine Disuccinate, Olea Europaea (Olive) Oil Unsaponifiables, Caprylic/Capric Triglyceride, Ananas Sativus (Pineapple) Fruit Extract, Coffea Arabica (Coffee) Leaf/Seed Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Dipteryx Odorata Seed Extract, Cocos Nucifera (Coconut) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Cucumis Melo Cantalupensis Fruit Extract, Vanilla Planifolia Fruit Extract, Citrus Aurantium Dulcis (Orange Peel) Extract, Phenoxyethanol, Hexylene Glycol, Caprylyl Glycol, Sodium Benozate, Potassium Sorbate.",33,67,1,20
"Prime & Fine Makeup Transformer Drops","Catrice","",7.99,75,0.51,31
"Beauty Coco Organic Virgin Coconut Oil","St. Tropica","Certified Organic 100% Virgin Coconut Oil (USDA).",12.99,100,12,5
"Online Only New Neutral Translucent Pressed Powder","Revolution PRO","",10,NA,0.27,NA
"Online Only DERMAPROTECT Daily Defense Broad Spectrum SPF 50+","DERMAFLASH","Ascorbic Acid, Biotin, Camellia Sinensis (Green Tea) Polyphenols, Centella Asiatica Extract, Ceramide 2, Cetyl PEG/PPG 10/1 Dimethicone, Cyclomethicone, Dimethicone Crosspolymer, Emblica Officinalis Fruit Extract, Glyceryl Isostearate, Iron Oxides, Leuconostoc/Radish Root Ferment Filtrate, Methyl Trimethicone, Neopentyl Glycol Diheptanoate, PEG-8 Methyl Triethoxysilane, Phosopholipids, Polyhydroxystearic Acid, Purified Water, Resveratrol, Silica, Silica Dimethyl Silylate, Titanium Dioxide, Tocopheryl Acetate, Ubiquinone (Coenzyme Q-10).",45,NA,1.6,NA
"Online Only MegaGlo Dual-Ended Contour Stick","Wet n Wild","Pentaerythrityl Adipate / Caprate / Caprylate / Heptanoate, Polyethylene, Cetyl Ethylhexanoate, Caprylic / Capric Triglyceride, Hydrogenated Coco-glycerides, Methyl Methacrylate Crosspolymer, Dimethicone, Paraffin, Bis-Behenyl / Isostearyl / Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Microcrystalline Wax / Cire microcrystalline, Cetyl PEG / PPG-10 / 1 Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Sorbic Acid, Phenoxyethanol, Ascorbyl Palmitate, Tocopheryl Acetate, Silica, Tocopherol, Titanium Dioxide / CI 77891, Bismuth Oxychloride / CI 77163, Iron Oxides / CI 77499.",5.99,69,0.92,34
"PhotoReady Rose Glow Hydrating + Illuminating Primer","Revlon","Aqua/Water/Eau, Glycerin, Olea Europaea (Olive) Fruit Oil, Agar, Ammonium Acryloyldimethyltaurate/VP, Copolymer, Butyl Methoxydibenzoylmethane, Caprylyl Glycol, Citrullus Lanatus (Watermelon) Fruit Extract, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Gellan Gum, Glyceryl Acrylate/Acrylic Acid Copolymer, Lens Esculenta (Lentil) Fruit Extract, Mica, Parfum (Fragrance), PEG-40 Hydrogenated Castor Oil, PPG-26-Buteth-26, PVM/MA Copolymer, Polysorbate 20, Propylene Glycol, Pyrus Malus (Apple) Fruit Extract, Quartz, Silica, Sodium Lactate, Sodium PCA, Tocopheryl Acetate, Titanium Dioxide, Xanthan Gum, Citronellol, Limonene, Linalool, 1,2-Hexanediol, Caprylyl Glycol, Phenoxyethanol 3, Potassium Sorbate, Sodium Benzoate, Sorbic Acid, Red 33 (CI 17200).",13.99,75,1,12
"Neutralizing Mattifier Soft Focus Translucent Powder","Pacifica","Lotus Powder Extract, Coconut Water, Vitamin E, Mica, Lauroyl Lysine (Coconut Source), Zinc Stearate, Silica, Isotstearyl Neopentanoate, Caprylic Capric Triglyceride (Coconut Source), Lotus Powder, Cocos Nucifera (Coconut) Fruit Juice, Diheptyl Succinate, Capryloyl Glycerin, Sebacic Acid Copolymer, Potassium Sorbate, Sodium Benzoate. May Contain: Titanium Dioxide (CI 77891), Iron Oxide (CI 77491, CI 77492, CI 77499).",12,81,0.28,44
"Iridescent Loose Powder","MAC","This item is not eligible for coupon discounts. See
Opens in a new window
ulta.com/coupons for details.",29,100,NA,2
"Hyper Real Palette: Shimmy Peach","MAC","Talc, Isostearyl Neopentanoate, Zinc Stearate, Dimethicone, Diisostearyl Malate, Octyldodecyl Stearoyl Stearate, Polybutene, Tocopherol, Lecithin, Ascorbyl Palmitate, Glyceryl Oleate, Tin Oxide, Aluminum Hydroxide, Caprylyl Glycol, Hexylene Glycol, Citric Acid, Isopropyl Isostearate, Glyceryl Stearate, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Aluminum Powder (CI 77000), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Bronze Powder (CI 77400), Carmine (CI 75470), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Copper Powder (CI 77400), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 7 (CI 15850), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).

Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",39.5,NA,0.45,NA
"Pro Prep HD Face Primer","L.A. Girl","Cyclopentasiloxane, Dimethicone Crosspolymer, Silica, Phenoxyethanol, Tocopheryl Acetate (Vitamin E).",5.99,79,0.5,49
"Facial Cleansing Towelettes Cucumber and Sage","Burt's Bees","Aqua (Water, Eau), Aloe Barbadensis Leaf Juice, Polyglyceryl-4 Caprate, Cucumis Sativus (Cucumber) Fruit Extract, Salvia Offcinalis (Sage) Leaf Extract, Tocopherol, Citric Acid, Xanthan Gum, Dicaprylyl Carbonate, Caprylyl/Capryl Glucoside, Glycerin, Glycine Soja (Soybean) Oil, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Parfum (Natural Fragrance), Phenoxyethanol, Hydroxycitronellal, Citronellol, Amyl Cinnamal.",5.99,NA,30,NA
"Prep + Set + Go Transparent Face Powder","Milani","Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Polymethylsilsesquioxane, Magnesium Myristate, Polyethylene, Silica, Bis-Stearyl Dimethicone, Caprylyl Glycol, Phenoxyethanol, Aluminum Dimeristate. May Contain: Mica (CI 77019).",9.99,73,0.24,40
"Vitamin C Brightening Clay Mask","Derma E","Water, Kaolin (Clay), Bentonite (Clay), Decyl Glucoside (Plant Derived), Glycerin (Vegetable Derived), Mica, Titanium Dioxide, Iron Oxides, Sodium Ascorbyl Phosphate (Vitamin C), Brassica Oleracea Acephala (Kale) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Aspalathus Linearis (Rooibos) Leaf Extract, Tocopheryl Acetate (Vitamin E), Aloe Barbadensis Leaf Juice, Panthenol (Provitamin B5), Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Natural Fragrance Oils.",3.99,NA,0.3,NA
"Online Only Hydra Touch Powder Foundation","NYX Professional Makeup","Fawn: Silica, Talc, Dimethicone, Nylon-12, Microcrystalline Cellulose, Cereus Grandiflorus (Cactus) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Chlorella Minutissima Extract, Water / Aqua / Eau, Dimethicone / Vinyl Dimethicone Crosspolymer, Hydroxyapatite, Caprylic / Capric Triglyceride, Phenyl Trimethicone, Lauroyl Lysine, Methicone, Allantoin, Ethylhexylglycerin, Dimethiconol Fluoroalcohol Dilinoleic Acid, Alumina, Caprylyl Glycol, 1,2-Hexanediol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499).",4.97,68,0.31,34
"Matt Touch Blush","Essence","",3.99,100,0.17,15
"Glow Creator Multi-Use Liquid Highlighter Drops","Dermablend","Cyclopentasiloxane, Dimethicone, Isododecane, Dimethicone Cross Polymer, Synthetic fluorphlogopite, PEG-10 Dimethicone, Silica, Disteardimonium hectorite, Dimethiconol, Propylene carbonate, Alumina, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Polybutylene Terephthalate, Tinoxide, Ethylene/VA Copolymer, Acrylates Copolymer, Disodium Stearoyl Glutamate, Aluminum Hydroxide [+/- May Contain / Peut Contenir Mica, CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron oxides, CI 75470 / Carmine, CI 15850 / Red 7, CI 73360 / Red 30, CI 77163 / Bismuth Oxychloride, CI 77288 / Chromium Oxide Greens, CI 77742 / Manganese Violet, CI 77400 / Bronze Powder, CI 77400 / Copper Powder, CI 77007 / Ultramarines, CI 16035 / Red 40 lake, CI 19140 / Yellow 5 lake, CI 42090 / Blue 1 lake, CI 77510 / Ferric Ammonium Ferrocyanide, CI 77510 / Ferric.",33,83,0.5,10
"Online Only Nikkietutorials Glow Goals Highlighter","Ofra Cosmetics","Mica, Zinc Stearate, Starch Octenylsuccinate, Dimethicone, Silica, Nylon 12, Magnesium Silicate, Trimethysiloxysilicate, Ethylene/Acrylic Acid Copolymer, Phenoxyethanol (and) Ethylhexyglycerin. May Contain: Titanium Dioxide, Iron Oxides, Bismuth Oxychloride.",29,97,0.35,42
"Naturals Purifying Makeup Remover Cleansing Towelettes","Neutrogena","",7.99,89,1,271
"Online Only Cream Blush Palette","e.l.f. Cosmetics","Octyldodecanol, Ethylhexyl Palmitate, Mica, Caprylic / Capric Triglyceride, Tridecyl Trimellitate, Synthetic Wax, Pentaerythrityl Tetrabehenate, Hydrogenated Polydecene, Microcrystalline Wax (Cera Microcristallina), Sorbitan Olivate, Copernicia Cerifera (Carnauba) Wax, Silica Dimethyl Silylate, Polyethylene, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Triacontanyl PVP. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, CI 77499), Red 7 Lake (CI 15850), Red 6 Lake (CI 15850).",8,100,0.43,11
"Baked Highlighter","e.l.f. Cosmetics","Apricot Glow: Nylon-12, Octyldodecyl Stearoyl Stearate, Ethylhexyl Palmitate, Boron Nitride, Silica, Aluminum Starch Octenylsuccinate, Bis-Diglyceryl Polyacyladipate-2, Silica, Magnesium Aluminum Silicate, Sorbitan Sesquioleate, Phenoxyethanol, Dimethicone, Caprylyl Glycol, Polyacrylamide, Tocopheryl Acetate (Ve), Helianthus Annuus (Sunflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Rosa Canina (Rose Hip) Fruit Oil, C13-14 Isoparaffin, Laureth-7, Tin Oxide. May Contain: Mica (CI 77019), Titanium Dioxide (CI 77891), Yellow Iron Oxide (CI 77492).",4,NA,0.21,NA
"Divine Goddess Luminizer","Buxom","Water (Aqua/Eau), Squalane, Glycerin, Diisostearyl Malate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Trihydroxystearin, Magnesium Aluminum Silicate, Ethylhexylglycerin, Glyceryl Polymethacrylate, Polysorbate 60, Phenoxyethanol, Benzyl Salicylate, Fragrance (Parfum), Hexyl Cinnamal, Limonene, Linalool. May Contain: Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163).",28,88,2,25
"Triangle Artist Contour Stick","Catrice","",8.99,100,0.18,2
"Kind To Skin Facial Wipes","Simple","",2.99,100,7,5
"One Drop Coverage Weightless Concealer","Catrice","",6.99,100,0.23,4
"Travel Size Velvet Blurring Primer Perfecting Base","BECCA","Aqua (Water, Eau), Isononyl Isononanoate, Methyl Methacrylate Crosspolymer, Triethylhexanoin, Hydrogenated Polyisobutene, Butylene Glycol, Silica Dimethyl Silylate, Glycerin, Tocopheryl Acetate, Tocopherol, Sorbitan Oleate, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Caprylyl Glycol, Silica, Calcium Silicate, Hexylene Glycol, Phenoxyethanol, Potassium Sorbate, Disodium EDTA, CI 77891 (Titanium Dioxide), CI 77491/77492 (Iron Oxides).",21,NA,0.5,NA
"Cleansing Oil Makeup Removing Cloths Moist & Hydrating","Bioré","Water, Isododecane, Butylene Glycol, Ppg-9 Diglyceryl Ether, Dicaprylyl Ether, Hydroxyethylcellulose, Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Peg-12 Laurate, Potassium Hydroxide, Sodium Hyaluronate, Phenoxyethanol, Methylparaben.",4.99,100,NA,5
"Blushious Coconut & Rose Infused Cheek Color","Pacifica","",12,93,0.05,52
"Pink Grapefruit Oil-Free Cleansing Wipes","Neutrogena","Water, Alcohol Denat., Butylene Glycol, Salicylic Acid, PPG-5-Ceteth-20, C12-15 Alkyl Lactate, Fragrance, Sodium Citrate, Sodium Hydroxide, Dipropylene Glycol, Boswellia Serrata Gum, Cocamidopropyl PG-Dimonium Chloride Phosphate, PEG/PPG-20/6 Dimethicone, Benzalkonium Chloride, Cetyl Lactate, Menthol, Disodium EDTA, Sodium Benzotriazolyl Butylphenol Sulfonate, Citrus Grandis (Grapefruit) Fruit Extract.",7.99,NA,25,NA
"Photo Focus Face Primer","Wet n Wild","Water / Eau, Cyclopentasiloxane, Isododecane, Ethylene / Acrylic Acid Copolymer, Methyl Methacrylate Crosspolymer, Butylene Glycol, Decyl Glucoside, Polysilicone-11, Dimethicone, Phenoxyethanol, Triethanolamine, Carbomer, Caprylyl Glycol, Chlorphenesin, Alumina, Hexylene Glycol, Ethylhexylglycerin, Hydroxyethylcellulose, 3-O-Ethyl Ascorbic Acid.",5.49,76,0.84,87
"Perfect Finish HD Powder","e.l.f. Cosmetics","Silica, Dimethicone, Talc, Magnesium Stearate, Mica, Phenyl Trimethicone, Nylon-12, Polymethylsilsesquixonane, Methicone, Phenoxyethanol, Caprylyl Glycol, Pentaerythrityl, Tetraisostearate, Paraffinum Liquidum (Mineral Oil), Disteardimonium Hectorite, Propylene Carbonate, Palmitoyl Tripeptide-1.",6,88,0.28,70
"Paradise Enchanted Fruit-Scented Blush","L'Oréal","Talc, Synthetic Fluorphlogopite, Cocos Nucifera Oil/Coconut Oil, Zea Mays Starch/Corn Starch, Magnesium Stearate, Caprylyl Glycol, Mangifera Indica Seed Butter/Mango Seed Butter, Theobroma Cacao Seed Butter/Cocoa Seed Butter, Alumina, Prunus Persica Kernel Oil/Peach Kernel Oil, Parfum/Fragrance, Benzyl Alcohol [+/- May Contain , Mica, CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 75470/Carmine, CI 19140/Yellow 5 Lake, CI 15850/Red 7] Fil Code. B216907/1.",12.99,89,0.31,19
"Charcoal Facial Wipes","ULTA","Water, Glycerin, Propylene Glycol, Olive Oil Glycereth-8 Esters, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Rosmarinus Officinalis (Rosemary) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cymbopogon Schoenanthus Extract, Hamamelis Virginiana (Witch Hazel) Water, Phyllostachis Bamusoides Juice, Propolis Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Ubiquinone, Charcoal Powder, Tocopheryl Acetate, Allantoin, Asorbic Acid, Polysorbate 20, Cetylpyridinium Chloride, Caprylyl Glycol, Cocamidopropyl PG-Dimonium Chloride Phosphate, Citric Acid, Phenoxyethanol, Disodium EDTA, Fragrance.",6,62,NA,23
